ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Child_Labour,Stratum
45,982103160000006784,Female,8,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,Natural Sciences,No,90204
46,596100560000063744,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,10 to 19 days,Yes,Yes,3.0,No,No,Yes,Yes,Yes,Yes,Yes,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,Yes,English First Additional Language,No,50301
2174,596100560000063744,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,10 to 19 days,Yes,Yes,3.0,No,No,Yes,Yes,Yes,Yes,Yes,No,0.0,Yes,3.0,Yes,Yes,Yes,No,0.0,Yes,IsiXhosa Home Language,No,50301
47,960104000000006656,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,2.0,No,Geography,No,90208
48,961103400000034816,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,2.0,Yes,1.0,Yes,No,Yes,Yes,2.0,No,English First Additional Language,No,90208
49,282103540000017600,Male,17,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,Yes,Yes,10.0,No,No,No,Yes,No,No,No,No,0.0,Yes,4.0,Yes,Yes,Yes,No,0.0,No,IsiXhosa Home Language,Yes,20204
2421,282103540000017600,Male,15,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,Yes,Yes,10.0,No,No,No,Yes,No,No,No,No,0.0,Yes,5.0,Yes,Yes,Yes,No,0.0,No,Mathematics,No,20204
4605,282103540000017600,Male,12,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,6.0,Yes,School vacation period,5 to 9 days,Yes,Yes,6.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,No,Life Skills,No,20204
2232,277100540000012800,Female,10,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,Yes,No,No,No,1.0,Yes,1.0,Yes,No,Yes,Yes,0.0,No,Mathematics,No,20102
51,982100580000015488,Male,16,White,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,90104
52,290102640000005824,Female,14,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,7.0,Yes,No,Yes,No,0.0,No,Mathematics,No,20217
7248,290102640000005824,Female,12,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,8.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,20217
53,798134450000010240,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,3.0,No,No,No,No,0.0,No,English First Additional Language,No,77107
7198,798134450000010240,Male,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,2.0,No,No,No,No,0.0,No,Mathematics,No,77107
54,962102250000002176,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,4.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,90209
55,594101320000019584,Male,11,African/Black,No,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,10 to 19 days,Yes,No,0.0,No,No,Yes,Yes,Yes,Yes,No,No,16.0,Yes,9.0,Yes,Yes,Yes,Yes,3.0,Yes,English First Additional Language,No,50217
1359,594101320000019584,Male,17,African/Black,No,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,No transport,10 to 19 days,Yes,Yes,4.0,No,No,Yes,Yes,Yes,Yes,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,2.0,Yes,Arts & Culture,Yes,50217
56,661103670000011520,Female,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,3.0,No,2.0,No,No,No,No,0.0,No,Mathematical Literacy,No,60108
3077,661103670000011520,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Physical Sciences,No,60108
57,866102790000004480,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,No,No,Yes,Yes,2.0,No,English First Additional Language,No,80101
58,874111060000021888,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Physical Sciences,No,80205
1528,874111060000021888,Female,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,No,Mathematics,No,80205
4663,874111060000021888,Female,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,80205
59,877109310000008960,Female,16,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,16.0,No,No,No,Yes,No,No,No,Yes,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Religion Studies,Yes,80204
10020,877109310000008960,Female,14,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,16.0,No,No,No,Yes,No,No,No,Yes,0.0,Yes,0.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,Yes,80204
60,799147290000011904,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,Mathematics,No,78105
2355,799147290000011904,Female,15,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Natural Sciences,Yes,78105
6742,799147290000011904,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,19.0,No,6.0,Yes,No,Yes,No,0.0,No,Sepedi Home Language,No,78105
6955,799147290000011904,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,78105
10079,799147290000011904,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,No,2.0,No,No,No,No,0.0,No,Other,No,78105
61,599126650000004224,Female,9,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,No,2.0,No,No,No,No,0.0,No,Afrikaans First Additional Language,No,55105
2689,860101510000007936,Female,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,15.0,No,No,Yes,Yes,Yes,No,No,No,12.0,Yes,3.0,Yes,No,Yes,Yes,2.0,No,Business Studies,Yes,80207
2873,860101510000007936,Male,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,5.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,SiSwati Home Language,Yes,80207
5800,860101510000007936,Female,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,1 to 4 days,Yes,Yes,11.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,No,Mathematics,Yes,80207
9215,860101510000007936,Female,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,4.0,No,No,No,No,0.0,No,English First Additional Language,No,80207
63,877105420000008576,Female,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,Yes,Physical Sciences,No,80201
10974,877105420000008576,Male,11,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,10.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,80201
11159,877105420000008576,Male,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,Yes,Life Skills,No,80201
64,260105090000004608,Male,10,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,4.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,4.0,No,No,No,No,0.0,No,Mathematics,No,22104
65,967100540000016896,Male,14,African/Black,No,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,90105
66,467108000000009408,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,10.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,40102
4153,467108000000009408,Female,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,No,No,Yes,No,0.0,No,Sesotho Home Language,No,40102
6467,467108000000009408,Male,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,0.0,No,Mathematics,No,40102
67,297102640000007488,Female,14,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,8.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,20216
6473,297102640000007488,Male,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,IsiXhosa Home Language,No,20216
68,499103270000011072,Female,12,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,3.0,No,Mathematics,No,44101
11449,499103270000011072,Male,11,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,No,No,No,Yes,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,No,Sesotho Home Language,No,44101
69,966103940000025344,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,2.0,No,No,No,Yes,1.0,No,English First Additional Language,No,90105
8318,966103940000025344,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,Dramatic Arts,No,90105
70,599143610000010240,Female,10,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,48.0,Yes,0.0,No,No,No,No,0.0,No,Mathematics,Yes,55106
862,874110160000015616,Female,7,African/Black,Yes,No,Yes,No,No,Yes,Home based education/home schooling,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,Life Skills,No,80208
1209,874110160000015616,Male,8,African/Black,No,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Mathematics,No,80208
1482,874110160000015616,Male,12,African/Black,No,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,Natural Sciences,No,80208
4899,874110160000015616,Female,8,African/Black,Yes,No,Yes,No,No,Yes,Home based education/home schooling,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,80208
73,538100490000006592,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,2.0,No,English First Additional Language,No,50212
5064,538100490000006592,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,No,Mathematics,No,50212
6305,538100490000006592,Female,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,49.0,Yes,21.0,Yes,No,Yes,Yes,2.0,No,IsiZulu Home Language,No,50212
74,968102310000008576,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,Mathematics,No,90208
75,299105690000011584,Female,17,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,No transport,5 to 9 days,Yes,Yes,4.0,No,No,No,Yes,Yes,No,No,Yes,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,23101
267,299105690000011584,Male,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,7.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Natural Sciences,No,23101
1134,299105690000011584,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,No transport,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,Yes,No,No,No,2.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,IsiXhosa Home Language,No,23101
8020,299105690000011584,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,No transport,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,23101
76,475101070000004928,Female,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Sesotho Home Language,No,40101
77,799146500000006656,Male,16,African/Black,No,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,No,Sepedi Home Language,No,78107
222,969103040000004608,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,90205
4489,798158570000008192,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,No,No,Yes,No,0.0,No,English First Additional Language,No,77109
81,593101670000015360,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,8.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,0.0,No,Mathematics,No,50209
1294,593101670000015360,Male,15,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,3.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,0.0,Yes,English First Additional Language,No,50209
5092,593101670000015360,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,0.0,No,IsiZulu Home Language,No,50209
8398,593101670000015360,Male,17,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,Yes,4.0,No,No,No,Yes,No,No,No,No,4.0,Yes,12.0,Yes,No,Yes,Yes,0.0,Yes,Life Orientation,No,50209
8747,593101670000015360,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,0.0,No,IsiZulu Home Language,No,50209
8848,593101670000015360,Male,13,African/Black,No,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,1.0,Yes,2.0,Yes,No,Yes,Yes,0.0,No,IsiZulu Home Language,No,50209
10154,593101670000015360,Male,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,1.0,Yes,1.0,Yes,No,Yes,Yes,0.0,No,Business Studies,No,50209
82,877105420000006784,Male,10,African/Black,Yes,No,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,Yes,Social Sciences,No,80201
11125,877105420000006784,Male,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,Mathematics,No,80201
11475,877105420000006784,Female,11,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,2.0,Yes,4.0,Yes,No,Yes,Yes,1.0,Yes,Sepedi Home Language,No,80201
83,581102530000010368,Male,8,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,5.0,No,3.0,No,No,No,No,0.0,No,IsiZulu Home Language,No,50209
3903,581102530000010368,Female,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,IsiZulu Home Language,No,50209
4923,581102530000010368,Female,10,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,Teacher was absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Life Skills,No,50209
6350,581102530000010368,Female,14,African/Black,No,No,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,5.0,Yes,No,Yes,No,0.0,No,Mathematics,Yes,50209
9258,581102530000010368,Female,12,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,IsiZulu Home Language,No,50209
10678,581102530000010368,Female,13,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,10.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Mathematics,No,50209
84,296104990000004672,Female,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,90.0,Yes,14.0,Yes,No,Yes,No,0.0,No,Mathematics,No,20203
6191,296104990000004672,Female,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,20203
8041,296104990000004672,Male,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Other,No,20203
85,662110340000014592,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,60107
8265,662110340000014592,Female,17,African/Black,No,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,2.0,Yes,History,No,60107
86,199110600000004608,Female,9,Coloured,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,No,English First Additional Language,No,11108
87,798160270000005120,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,3.0,No,No,No,No,0.0,No,Technology,No,77104
8354,798160270000005120,Female,13,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,Life Orientation,No,77104
88,163101150000012416,Male,13,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Afrikaans First Additional Language,No,10109
8199,163101150000012416,Male,17,Coloured,Yes,Yes,Yes,Yes,No,No,Other,,,Not_Absent,,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,,,,No,0.0,No,,No,10109
10447,163101150000012416,Female,16,Coloured,Yes,Yes,Yes,Yes,No,No,Other,,,Not_Absent,,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,,,,No,0.0,No,,No,10109
89,797143290000003584,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,7.0,Yes,No,Yes,No,0.0,No,Mathematics,No,76105
11103,797143290000003584,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,76105
90,599132030000005248,Female,8,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,2.0,No,No,No,No,0.0,No,Mathematics,No,55105
91,799110850000013056,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,No,No,0.0,Yes,Arts & Culture,No,78109
